Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
1814,No definida,3,2,300,0,5,915,1,No definida,No definida,Arriendo,5000000,pasadena,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/pasadena/bogota/7153493,9 a 15 años,Oficina
1815,3,4,3,200,200,6,915,5,No definida,No definida,Arriendo,10000000,los rosales,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/10106792,9 a 15 años,Apartamento
1816,2,3,2,270,270,4,18,4,2400000,No definida,Arriendo,16500000,quinta camacho,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/quinta-camacho/bogota/8113787,1 a 8 años,Apartamento
1817,4,4,4,195,190,5,915,9,No definida,No definida,Arriendo,6500000,country club,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/country-club/bogota/10072511,9 a 15 años,Apartamento
1818,5,7,6,340,340,6,915,7,4400000,No definida,Arriendo,13600000,la cabrera,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/la-cabrera/bogota/7998135,9 a 15 años,Apartamento
1819,No definida,2,No definida,80,0,4,1630,No definida,No definida,No definida,Arriendo,4500000,ciudad salitre,Bogota,No definida,No definida,/inmueble/local-en-arriendo/ciudad-salitre/bogota/10080039,16 a 30 años,Local
1820,No definida,1,No definida,11.7,0,6,915,5,140000,No definida,Arriendo,510000,unicentro bogota,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/unicentro-bogota/bogota/7682721,9 a 15 años,Oficina
1821,No definida,1,No definida,25,25,3,18,4,No definida,No definida,Arriendo,1250000,marly,Bogota,No definida,No definida,/inmueble/apartaestudio-en-arriendo/marly/bogota/10134548,1 a 8 años,Apartaestudio
1822,3,3,1,93,85,4,915,9,No definida,No definida,Arriendo,2350000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10133033,9 a 15 años,Apartamento
1823,2,2,2,80,72,5,18,13,400000,No definida,Arriendo,3600000,fontibon,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/fontibon/bogota/8107587,1 a 8 años,Apartamento
1824,12,5,3,350,350,5,915,3,No definida,No definida,Arriendo,8500000,santa barbara,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/santa-barbara/bogota/7621387,9 a 15 años,Casa
1825,1,1,No definida,24,0,4,18,1,No definida,No definida,Arriendo,1200000,santa paula,Bogota,No definida,Excelente,/inmueble/apartaestudio-en-arriendo/santa-paula/bogota/7942891,1 a 8 años,Apartaestudio
1826,No definida,1,No definida,15,0,3,18,No definida,No definida,No definida,Arriendo,600000,bavaria,Bogota,No definida,No definida,/inmueble/local-en-arriendo/bavaria/bogota/10140879,1 a 8 años,Local
1827,3,2,1,80,80,3,30,4,No definida,No definida,Arriendo,1700000,villa alsacia 2,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/villa-alsacia-2/bogota/8070149,mas de 30 años,Apartamento
1828,3,3,2,116,0,4,18,Otro,468000,No definida,Arriendo,3200000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10091617,1 a 8 años,Apartamento
1829,2,3,2,88,88,4,18,No definida,782000,No definida,Arriendo,3118000,nicolas de federman,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/nicolas-de-federman/bogota/7992617,1 a 8 años,Apartamento
1830,1,1,1,41,41,5,30,No definida,457000,No definida,Arriendo,1493000,chico,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/8042582,mas de 30 años,Apartamento
1831,No definida,4,10,778,0,5,1630,3,No definida,No definida,Arriendo,36000000,la porciuncula,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/la-porciuncula/bogota/5641960,16 a 30 años,Oficina
1832,No definida,10,4,240,0,6,915,8,No definida,No definida,Arriendo,14000000,chico navarra,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/chico-navarra/bogota/7115363,9 a 15 años,Oficina
1833,4,4,6,350,350,5,No definida,5,No definida,No definida,Arriendo,18000000,el refugio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-refugio/bogota/10053078,No definida,Apartamento
1834,No definida,3,1,700,0,3,915,No definida,No definida,No definida,Arriendo,20000000,el codito,Bogota,No definida,Bueno,/inmueble/local-en-arriendo/el-codito/bogota/7896913,9 a 15 años,Local
1835,No definida,4,No definida,450,0,4,1630,1,No definida,No definida,Arriendo,15000000,toberin,Bogota,No definida,Bueno,/inmueble/bodega-en-arriendo/toberin/bogota/6999921,16 a 30 años,Bodega
1836,4,3,2,102,102,6,30,No definida,730000,No definida,Arriendo,4000000,chico norte,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico-norte/bogota/8048139,mas de 30 años,Apartamento
1837,No definida,No definida,No definida,8120,8120,4,1,No definida,No definida,No definida,Arriendo,170520000,siberia,Bogota,No definida,Bueno,/inmueble/bodega-en-arriendo/siberia/bogota/7968518,menos de 1 año,Bodega
1838,1,1,No definida,32,0,3,1,13,No definida,No definida,Arriendo,1900000,la perseverancia,Bogota,No definida,No definida,/inmueble/apartaestudio-en-arriendo/la-perseverancia/bogota/10123895,menos de 1 año,Apartaestudio
1839,No definida,No definida,No definida,1200,0,4,915,1,No definida,No definida,Arriendo,65000000,morato,Bogota,No definida,Bueno,/inmueble/bodega-en-arriendo/morato/bogota/7537832,9 a 15 años,Bodega
1840,3,3,3,220,220,5,30,3,610000,No definida,Arriendo,5000000,san jose de bavaria,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/san-jose-de-bavaria/bogota/7731059,mas de 30 años,Casa
1841,No definida,3,2,240,0,3,18,3,No definida,No definida,Arriendo,5000000,engativa,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/engativa/bogota/10107272,1 a 8 años,Oficina
1842,2,3,1,82,82,6,1630,No definida,700000,No definida,Arriendo,3200000,el virrey,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-virrey/bogota/8086582,16 a 30 años,Apartamento
1843,No definida,10,10,1991,0,5,18,No definida,No definida,No definida,Arriendo,80000000,colina campestre,Bogota,No definida,No definida,/inmueble/local-en-arriendo/colina-campestre/bogota/10071044,1 a 8 años,Local
1844,No definida,10,10,3200,0,4,915,No definida,No definida,No definida,Arriendo,85000000,puente aranda,Bogota,No definida,Bueno,/inmueble/edificio-en-arriendo/puente-aranda/bogota/7866336,9 a 15 años,Edificio
1845,3,2,1,85,0,4,18,14,No definida,No definida,Arriendo,2200000,portales del norte,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/portales-del-norte/bogota/10126657,1 a 8 años,Apartamento
1846,2,2,No definida,53,0,2,18,10,No definida,No definida,Arriendo,1100000,san andres,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/san-andres/bogota/10112265,1 a 8 años,Apartamento
1847,1,1,No definida,29,29,3,18,4,No definida,No definida,Arriendo,2100000,la candelaria,Bogota,No definida,No definida,/inmueble/apartaestudio-en-arriendo/la-candelaria/bogota/8111055,1 a 8 años,Apartaestudio
1848,3,3,2,170,198,6,30,5,1000000,No definida,Arriendo,4000000,niza,Bogota,Duplex,Bueno,/inmueble/casa-en-arriendo/niza/bogota/8019695,mas de 30 años,Casa
1849,No definida,1,No definida,64,0,4,30,4,No definida,No definida,Arriendo,1850000,marly,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/marly/bogota/10054530,mas de 30 años,Oficina
1850,No definida,1,No definida,92,0,3,18,No definida,No definida,No definida,Arriendo,4500000,cantalejo,Bogota,No definida,No definida,/inmueble/local-en-arriendo/cantalejo/bogota/10127779,1 a 8 años,Local
1851,2,2,1,75,65,5,18,13,No definida,No definida,Arriendo,3000000,batan,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/batan/bogota/10133677,1 a 8 años,Apartamento
1852,3,1,No definida,60,0,3,1630,2,No definida,No definida,Arriendo,990000,salamanca,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/salamanca/bogota/10098240,16 a 30 años,Apartamento
1853,No definida,1,No definida,267,0,4,915,No definida,6616996,No definida,Arriendo,18054608,la castellana,Bogota,No definida,No definida,/inmueble/local-en-arriendo/la-castellana/bogota/10104072,9 a 15 años,Local
1854,No definida,1,2,20,0,6,1630,5,No definida,No definida,Arriendo,1500000,chico,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/chico/bogota/6662766,16 a 30 años,Oficina
1855,No definida,No definida,No definida,39,39,3,18,No definida,No definida,No definida,Arriendo,6500000,centro comercial paseo villa del rio,Bogota,No definida,Bueno,/inmueble/local-en-arriendo/centro-comercial-paseo-villa-del-rio/bogota/8014530,1 a 8 años,Local
1856,No definida,2,No definida,90,0,6,18,No definida,No definida,No definida,Arriendo,5000000,la esperanza,Bogota,No definida,No definida,/inmueble/local-en-arriendo/la-esperanza/bogota/10136091,1 a 8 años,Local
1857,2,1,No definida,43,43,3,18,No definida,No definida,No definida,Arriendo,1150000,ingles,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/ingles/bogota/10093531,1 a 8 años,Apartamento
1858,1,1,No definida,25,0,4,915,1,No definida,No definida,Arriendo,1450000,marly,Bogota,No definida,No definida,/inmueble/habitacion-en-arriendo/marly/bogota/10095136,9 a 15 años,Habitacion
1859,No definida,No definida,1,188,188,5,30,No definida,1500000,No definida,Arriendo,9500000,las villas,Bogota,No definida,Bueno,/inmueble/local-en-arriendo/las-villas/bogota/8075656,mas de 30 años,Local
1860,1,1,No definida,46,0,6,30,No definida,No definida,No definida,Arriendo,2500000,chapinero,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/chapinero/bogota/7684877,mas de 30 años,Apartamento
1861,2,1,No definida,45,45,3,18,2,No definida,No definida,Arriendo,750000,kennedy central,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/kennedy-central/bogota/10132738,1 a 8 años,Apartamento
1862,3,3,1,98,0,4,915,3,500000,No definida,Arriendo,2500000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10122741,9 a 15 años,Apartamento
1863,4,5,2,342,342,6,1630,11,No definida,No definida,Arriendo,17000000,el refugio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-refugio/bogota/10082212,16 a 30 años,Apartamento
1864,4,4,2,220,220,6,915,2,1000000,No definida,Arriendo,4500000,camino de arrayanes,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/camino-de-arrayanes/bogota/10126324,9 a 15 años,Casa
1865,1,1,No definida,30,0,4,30,No definida,No definida,No definida,Arriendo,1400000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7428587,mas de 30 años,Apartamento
1866,1,1,1,32,32,2,1,2,No definida,No definida,Arriendo,1200000,la candelaria,Bogota,No definida,Excelente,/inmueble/apartaestudio-en-arriendo/la-candelaria/bogota/7833280,menos de 1 año,Apartaestudio
1867,No definida,1,1,60,0,5,18,5,794160,No definida,Arriendo,3600000,usaquen,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/usaquen/bogota/10099656,1 a 8 años,Oficina
1868,No definida,1,No definida,87,87,6,915,2,No definida,No definida,Arriendo,5280000,chico norte,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/chico-norte/bogota/7968797,9 a 15 años,Oficina
1869,1,1,1,62,62,6,No definida,5,No definida,No definida,Arriendo,3600000,santa bibiana,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/santa-bibiana/bogota/10078800,No definida,Apartamento
1870,4,6,8,708,708,6,915,1,No definida,No definida,Arriendo,30000000,santa ana oriental,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/santa-ana-oriental/bogota/10131704,9 a 15 años,Casa
1871,3,4,1,130,130,6,30,No definida,1329000,No definida,Arriendo,3500000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/8097093,mas de 30 años,Apartamento
1872,4,3,1,122,122,5,1630,5,No definida,No definida,Arriendo,3000000,nuevo campin,Bogota,PentHouse,No definida,/inmueble/apartamento-en-arriendo/nuevo-campin/bogota/10118451,16 a 30 años,Apartamento
1873,4,4,No definida,250,0,4,30,2,No definida,No definida,Arriendo,6500000,barrios unidos,Bogota,No definida,Bueno,/inmueble/casa-en-arriendo/barrios-unidos/bogota/7938146,mas de 30 años,Casa
1874,No definida,6,No definida,514.46,0,5,1630,No definida,No definida,No definida,Arriendo,20000000,cedritos,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/cedritos/bogota/4924197,16 a 30 años,Local
1875,3,3,2,109,109,4,1630,4,No definida,No definida,Arriendo,2600000,ferrocaja fontibon,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/ferrocaja-fontibon/bogota/10132564,16 a 30 años,Apartamento
1876,No definida,1,1,56,0,6,1630,2,427000,No definida,Arriendo,2000000,los rosales,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/los-rosales/bogota/6222035,16 a 30 años,Oficina
1877,1,1,1,40,36,6,18,4,280000,No definida,Arriendo,3000000,la calleja,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/la-calleja/bogota/10100453,1 a 8 años,Apartamento
1878,3,2,No definida,72,0,4,30,No definida,230000,No definida,Arriendo,2500000,barrios unidos,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/8006366,mas de 30 años,Apartamento
1879,2,3,2,138,138,6,1630,3,No definida,No definida,Arriendo,4400000,santa barbara,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/10045971,16 a 30 años,Apartamento
1880,5,3,3,318,318,6,30,No definida,3831000,No definida,Arriendo,9800000,el refugio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-refugio/bogota/8088458,mas de 30 años,Apartamento
1881,3,3,1,136,136,6,30,No definida,No definida,No definida,Arriendo,4800000,multicentro,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/multicentro/bogota/8058303,mas de 30 años,Apartamento
1882,5,5,2,420,420,5,1630,No definida,No definida,No definida,Arriendo,6900000,pasadena,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/pasadena/bogota/10113918,16 a 30 años,Casa
1883,2,1,No definida,37,0,3,1,No definida,122000,No definida,Arriendo,1200000,fontibon,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/fontibon/bogota/8075616,menos de 1 año,Apartamento
1884,No definida,1,1,25,0,4,1630,6,No definida,No definida,Arriendo,2500000,ciudad salitre,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/ciudad-salitre/bogota/10044567,16 a 30 años,Oficina
1885,1,1,No definida,32,0,3,No definida,No definida,92000,No definida,Arriendo,1400000,engativa,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/engativa/bogota/7968360,No definida,Apartamento
1886,3,2,No definida,50,50,3,No definida,2,No definida,No definida,Arriendo,1050000,centro engativa,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/centro-engativa/bogota/10112021,No definida,Apartamento
1887,No definida,4,2,318,0,6,30,2,917560,No definida,Arriendo,10800000,chico,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/chico/bogota/7786338,mas de 30 años,Oficina
1888,3,3,2,146,146,6,1630,4,No definida,No definida,Arriendo,4500000,calleja baja,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/calleja-baja/bogota/10117020,16 a 30 años,Apartamento
1889,2,1,No definida,38,38,3,1,No definida,No definida,No definida,Arriendo,1350000,nueva zelandia,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/8076203,menos de 1 año,Apartamento
1890,4,4,1,324,324,5,30,1,170000,No definida,Arriendo,5000000,prado veraniego,Bogota,No definida,Bueno,/inmueble/casa-en-arriendo/prado-veraniego/bogota/7944563,mas de 30 años,Casa
1891,2,3,1,80,0,4,18,No definida,480000,No definida,Arriendo,2436750,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7691807,1 a 8 años,Apartamento
1892,2,1,No definida,60,60,2,1630,No definida,No definida,No definida,Arriendo,1000000,belen,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/belen/bogota/7982340,16 a 30 años,Apartamento
1893,3,3,3,214.36,0,6,1630,No definida,No definida,No definida,Arriendo,12000000,santa barbara alta,Bogota,No definida,Bueno,/inmueble/casa-en-arriendo/santa-barbara-alta/bogota/7841348,16 a 30 años,Casa
1894,4,3,3,270,0,6,1630,4,1764000,No definida,Arriendo,7500000,el retiro,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-retiro/bogota/7549467,16 a 30 años,Apartamento
1895,4,4,2,160,160,6,1630,1,1000000,No definida,Arriendo,5500000,santa ana occidental,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/santa-ana-occidental/bogota/7777046,16 a 30 años,Apartamento
1896,3,3,4,326.18,0,6,18,3,2900000,No definida,Arriendo,22000000,los rosales,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7940538,1 a 8 años,Apartamento
1897,No definida,No definida,1,55,0,4,1630,1,560000,No definida,Arriendo,1800000,el dorado,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/el-dorado/bogota/7977129,16 a 30 años,Oficina
1898,3,3,1,71,70,4,18,3,No definida,No definida,Arriendo,1550000,victoria norte,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/victoria-norte/bogota/10143142,1 a 8 años,Casa
1899,4,3,3,355.84,0,6,1630,5,2650000,No definida,Arriendo,15500000,chico alto,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico-alto/bogota/7549433,16 a 30 años,Apartamento
1900,3,3,1,100,92,4,1630,No definida,No definida,No definida,Arriendo,2000000,prados de la sabana,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/prados-de-la-sabana/bogota/8101894,16 a 30 años,Casa
1901,3,2,1,85,0,3,1630,No definida,No definida,No definida,Arriendo,2600000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7937068,16 a 30 años,Apartamento
1902,3,4,4,265,265,6,1630,4,1800000,No definida,Arriendo,10000000,bosque medina,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/bosque-medina/bogota/7793431,16 a 30 años,Apartamento
1903,2,2,1,76,0,4,No definida,No definida,No definida,No definida,Arriendo,2071440,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7999475,No definida,Apartamento
1904,2,1,No definida,50,50,3,1630,No definida,No definida,No definida,Arriendo,1100000,autopista muzu,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/autopista-muzu/bogota/8021994,16 a 30 años,Apartamento
1905,5,4,4,403,0,6,1630,6,3044700,No definida,Arriendo,11000000,chico alto,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico-alto/bogota/7734015,16 a 30 años,Apartamento
1906,3,2,1,80,80,4,18,9,No definida,No definida,Arriendo,2300000,engativa,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/engativa/bogota/10130550,1 a 8 años,Apartamento
1907,3,4,3,202,0,5,915,2,928000,No definida,Arriendo,12000000,santa ana occidental,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-ana-occidental/bogota/8069758,9 a 15 años,Apartamento
1908,3,3,3,360,0,6,1630,6,2000000,No definida,Arriendo,19000000,la cabrera,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/la-cabrera/bogota/7825495,16 a 30 años,Apartamento
1909,3,1,No definida,80,80,2,1630,No definida,No definida,No definida,Arriendo,900000,el tintal,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/el-tintal/bogota/8090243,16 a 30 años,Casa
1910,3,5,4,320,1420,6,18,2,1500000,No definida,Arriendo,7000000,guaymaral,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/guaymaral/bogota/7364284,1 a 8 años,Casa
1911,No definida,No definida,2,40,0,6,915,3,550000,No definida,Arriendo,1700000,chico norte,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/chico-norte/bogota/10130239,9 a 15 años,Oficina
1912,3,2,2,385,0,6,1630,9,3283000,No definida,Arriendo,20000000,chico norte,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico-norte/bogota/7826064,16 a 30 años,Apartamento
1913,3,2,1,85,0,4,1,No definida,440000,No definida,Arriendo,2200000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7330700,menos de 1 año,Apartamento
1914,No definida,2,No definida,120,0,5,No definida,No definida,No definida,No definida,Arriendo,3300000,santa barbara occidental,Bogota,No definida,No definida,/inmueble/local-en-arriendo/santa-barbara-occidental/bogota/10066978,No definida,Local
1915,3,2,No definida,150,0,3,1630,2,No definida,No definida,Arriendo,1400000,boita,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/boita/bogota/10112189,16 a 30 años,Casa
1916,No definida,1,No definida,17,0,5,1630,No definida,218000,No definida,Arriendo,1000000,santa paula,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/santa-paula/bogota/7605942,16 a 30 años,Local
