Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
140,4,5,2,350,3498,6,30,No definida,700000,5142857.14,Venta,1800000000,san jose de bavaria,Bogota,No definida,No definida,/inmueble/casa-en-venta/san-jose-de-bavaria/bogota/6709451,mas de 30 años,Casa
141,2,3,2,66,0,4,915,2,396000,5303030.3,Venta,350000000,cedritos,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/cedritos/bogota/4277389,9 a 15 años,Apartamento
142,No definida,No definida,No definida,623,32000,5,1630,No definida,No definida,3370786.52,Venta,2100000000,via armenia,Bogota,No definida,No definida,/inmueble/finca-en-venta/via-armenia/pereira/5646913,16 a 30 años,Finca
143,3,4,9,300,300,6,1630,No definida,340000,8396666.67,Venta,2519000000,guaymaral,Bogota,No definida,No definida,/inmueble/casa-en-venta/guaymaral/bogota/6931242,16 a 30 años,Casa
144,5,5,1,220,220,4,30,2,No definida,4090863.64,Venta,899990000,la floresta,Bogota,No definida,No definida,/inmueble/casa-en-venta/la-floresta/bogota/10066447,mas de 30 años,Casa
145,12,10,7,2400,0,5,30,1,No definida,1958333.33,Venta,4700000000,tuna alta,Bogota,No definida,Excelente,/inmueble/casa-campestre-en-venta/tuna-alta/bogota/7451477,mas de 30 años,Casa
146,3,2,2,199,199,6,30,1,760000,4773869.35,Venta,950000000,los rosales,Bogota,Loft,Bueno,/inmueble/apartamento-en-venta/los-rosales/bogota/7653284,mas de 30 años,Apartamento
147,No definida,8,No definida,7194,7194,3,1630,No definida,No definida,2529886.02,Venta,18200000000,puente aranda,Bogota,No definida,No definida,/inmueble/bodega-en-venta/puente-aranda/bogota/8081031,16 a 30 años,Bodega
148,3,3,3,100.2,0,5,1630,4,550000,5688622.75,Venta,570000000,calleja baja,Bogota,PentHouse,No definida,/inmueble/apartamento-en-venta/calleja-baja/bogota/10078389,16 a 30 años,Apartamento
149,5,4,2,174,175,4,30,No definida,No definida,3735632.18,Venta,650000000,normandia,Bogota,No definida,Bueno,/inmueble/casa-en-venta/normandia/bogota/6340367,mas de 30 años,Casa
150,No definida,2,5,800,0,3,18,No definida,No definida,7000000,Venta,5600000000,carmen norte,Bogota,No definida,No definida,/inmueble/local-en-venta/carmen-norte/bogota/10111177,1 a 8 años,Local
151,3,2,1,72,0,3,No definida,No definida,No definida,4166666.67,Venta,300000000,britalia norte,Bogota,No definida,Excelente,/inmueble/casa-en-venta/britalia-norte/bogota/6324000,No definida,Casa
152,5,4,3,232,0,5,30,No definida,420000,3405172.41,Venta,790000000,niza cordoba,Bogota,No definida,Excelente,/inmueble/casa-en-venta/niza-cordoba/bogota/6431420,mas de 30 años,Casa
153,3,2,1,74,74,4,18,4,100000,5270270.27,Venta,390000000,jose joaquin vargas,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/jose-joaquin-vargas/bogota/7895444,1 a 8 años,Apartamento
154,3,3,2,107,90,4,1630,7,590000,8598130.84,Venta,920000000,salitre oriental,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/salitre-oriental/bogota/10123129,16 a 30 años,Apartamento
155,3,3,3,234.9,211,5,915,1,1120000,9152830992,Venta,2.15E+12,ciudad salitre,Bogota,No definida,No definida,/inmueble/casa-en-venta/ciudad-salitre/bogota/10115850,9 a 15 años,Casa
156,2,1,No definida,42,0,3,No definida,5,65000,3214285.71,Venta,135000000,bochica,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/bochica/bogota/7860916,No definida,Apartamento
157,2,1,No definida,42,42,2,915,4,58000,2785714.29,Venta,117000000,tierra buena,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/tierra-buena/bogota/8048337,9 a 15 años,Apartamento
158,2,1,No definida,38,0,4,1,15,133000,6052631.58,Venta,230000000,veraguas,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/veraguas/bogota/10057981,menos de 1 año,Apartamento
159,3,2,1,90,90,4,1630,4,420000,4333333.33,Venta,390000000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10075398,16 a 30 años,Apartamento
160,No definida,2,1,68,0,4,30,2,284592,4338235.29,Venta,295000000,marly,Bogota,No definida,Bueno,/inmueble/consultorio-en-venta/marly/bogota/7977617,mas de 30 años,Consultorio
161,3,2,1,87,87,4,30,3,170000,4827586.21,Venta,420000000,nicolas de federman,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/7533548,mas de 30 años,Apartamento
162,3,2,2,80,0,3,18,9,425000,5250000,Venta,420000000,villa del prado,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/villa-del-prado/bogota/10127018,1 a 8 años,Apartamento
163,3,2,1,62,0,2,18,14,150000,3467741.94,Venta,215000000,ismael perdomo,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/ismael-perdomo/bogota/7323724,1 a 8 años,Apartamento
164,No definida,No definida,No definida,38.51,0,2,30,7,180000,2726564.53,Venta,105000000,la candelaria,Bogota,No definida,No definida,/inmueble/oficina-en-venta/la-candelaria/bogota/10117786,mas de 30 años,Oficina
165,2,3,2,176,176,6,1630,12,1023000,10511363.64,Venta,1850000000,los rosales,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/los-rosales/bogota/7754629,16 a 30 años,Apartamento
166,1,1,1,67,67,4,No definida,5,No definida,4626865.67,Venta,310000000,chapinero alto,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chapinero-alto/bogota/10106276,No definida,Apartamento
167,3,3,2,172,172,6,915,5,948000,7558139.53,Venta,1300000000,santa barbara,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/santa-barbara/bogota/10139229,9 a 15 años,Apartamento
168,5,6,10,400,2300,6,1630,1,500000,5425000,Venta,2170000000,guaymaral,Bogota,No definida,No definida,/inmueble/casa-en-venta/guaymaral/bogota/8022341,16 a 30 años,Casa
169,3,3,2,108,108,4,915,No definida,372360,4814814.81,Venta,520000000,colina campestre,Bogota,Duplex,Bueno,/inmueble/apartamento-en-venta/colina-campestre/bogota/7996693,9 a 15 años,Apartamento
170,2,2,1,70,70,6,1630,4,420000,5714285.71,Venta,400000000,san patricio,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/san-patricio/bogota/7909931,16 a 30 años,Apartamento
171,3,4,3,270,0,6,1630,10,1350000,7333333.33,Venta,1980000000,molinos norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/molinos-norte/bogota/8085413,16 a 30 años,Apartamento
172,7,4,2,230,210,5,30,2,No definida,5043478.26,Venta,1160000000,pasadena,Bogota,No definida,No definida,/inmueble/casa-en-venta/pasadena/bogota/10139574,mas de 30 años,Casa
173,3,2,1,77,70,4,915,2,302000,5818181.82,Venta,448000000,colina campestre,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/colina-campestre/bogota/7773840,9 a 15 años,Apartamento
174,2,2,2,80,80,4,1630,3,490000,4725000,Venta,378000000,belmira,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/belmira/bogota/10128686,16 a 30 años,Apartamento
175,3,2,1,116,116,5,30,2,707000,4267155.17,Venta,494990000,santa rosa,Bogota,Duplex,Bueno,/inmueble/apartamento-en-venta/santa-rosa/bogota/7923014,mas de 30 años,Apartamento
176,2,2,1,68,0,6,30,3,617000,5191176.47,Venta,353000000,santa paula,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/santa-paula/bogota/7808554,mas de 30 años,Apartamento
177,3,3,2,186,147,5,30,3,70000,3924731.18,Venta,730000000,los cedros,Bogota,No definida,No definida,/inmueble/casa-en-venta/los-cedros/bogota/7976258,mas de 30 años,Casa
178,2,1,No definida,25,25,2,18,4,88000,5000000,Venta,125000000,parque empresarial la estancia,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/parque-empresarial-la-estancia/bogota/10123284,1 a 8 años,Apartamento
179,4,4,5,280,300,3,1630,2,No definida,1428214.29,Venta,399900000,teusaquillo,Bogota,No definida,Excelente,/inmueble/casa-en-venta/teusaquillo/bogota/7523894,16 a 30 años,Casa
180,No definida,1,1,43,0,4,18,No definida,No definida,7906976.74,Venta,340000000,cedritos,Bogota,No definida,No definida,/inmueble/consultorio-en-venta/cedritos/bogota/10137248,1 a 8 años,Consultorio
181,3,3,2,130,0,5,915,11,470000,6923076.92,Venta,900000000,salitre oriental,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/salitre-oriental/bogota/10103797,9 a 15 años,Apartamento
182,1,1,1,67,67,4,No definida,5,No definida,4626865.67,Venta,310000000,chapinero alto,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chapinero-alto/bogota/10106276,No definida,Apartamento
183,4,6,4,253,242,6,30,3,1200000,5928853.75,Venta,1500000000,la carolina,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/la-carolina/bogota/7590898,mas de 30 años,Apartamento
184,17,6,3,272,272,4,1630,Otro,No definida,6580882.35,Venta,1790000000,la castellana,Bogota,No definida,Bueno,/inmueble/casa-en-venta/la-castellana/bogota/7957169,16 a 30 años,Casa
185,4,6,4,375,375,4,18,No definida,417000,4266666.67,Venta,1600000000,niza norte,Bogota,No definida,Excelente,/inmueble/casa-en-venta/niza-norte/bogota/7866673,1 a 8 años,Casa
186,3,3,2,100,92,4,18,1,429000,6370000,Venta,637000000,los cedros,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/los-cedros/bogota/10115366,1 a 8 años,Apartamento
187,3,2,1,104,104,6,30,No definida,721300,6250000,Venta,650000000,chico reservado,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-reservado/bogota/6616650,mas de 30 años,Apartamento
188,3,2,1,80,0,3,1,5,353000,5625000,Venta,450000000,prado veraniego,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/prado-veraniego/bogota/7460536,menos de 1 año,Apartamento
189,3,2,1,62,0,2,18,14,150000,3467741.94,Venta,215000000,ismael perdomo,Bogota,Loft,Excelente,/inmueble/apartamento-en-venta/ismael-perdomo/bogota/7323724,1 a 8 años,Apartamento
190,7,3,1,195.31,0,3,30,3,No definida,2636833.75,Venta,515000000,san fernando,Bogota,No definida,Bueno,/inmueble/casa-en-venta/san-fernando/bogota/7982282,mas de 30 años,Casa
191,4,4,2,160,160,4,30,2,No definida,4499937.5,Venta,719990000,julio florez,Bogota,No definida,Remodelado,/inmueble/casa-en-venta/julio-florez/bogota/7737894,mas de 30 años,Casa
192,3,2,1,75,0,4,18,9,311000,7053333.33,Venta,529000000,julio florez,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/julio-florez/bogota/10085956,1 a 8 años,Apartamento
193,No definida,4,No definida,520,0,3,1630,Otro,No definida,3942307.69,Venta,2050000000,rionegro,Bogota,No definida,No definida,/inmueble/bodega-en-venta/rionegro/bogota/10044365,16 a 30 años,Bodega
194,3,2,1,70,0,4,1,9,280000,7142857.14,Venta,500000000,la felicidad,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/la-felicidad/bogota/10083940,menos de 1 año,Apartamento
195,4,3,2,200,200,5,1630,2,No definida,3900000,Venta,780000000,las villas,Bogota,No definida,Bueno,/inmueble/casa-en-venta/las-villas/bogota/7863111,16 a 30 años,Casa
196,3,2,1,58,58,3,915,4,No definida,4137931.03,Venta,240000000,favidi,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/favidi/bogota/7803581,9 a 15 años,Apartamento
197,2,2,No definida,55,55,3,1630,3,No definida,2945436.36,Venta,161999000,lombardia,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/lombardia/bogota/7698207,16 a 30 años,Apartamento
198,3,3,2,112,112,4,1630,3,555000,4419553.57,Venta,494990000,cedro golf,Bogota,No definida,Bueno,/inmueble/casa-en-venta/cedro-golf/bogota/7974998,16 a 30 años,Casa
199,3,2,1,116,116,5,30,2,707000,4267155.17,Venta,494990000,santa rosa,Bogota,Duplex,Bueno,/inmueble/apartamento-en-venta/santa-rosa/bogota/7923014,mas de 30 años,Apartamento
200,3,2,2,102,0,5,1630,7,370000,4705882.35,Venta,480000000,colina campestre,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/colina-campestre/bogota/7788376,16 a 30 años,Apartamento
201,3,3,2,117,0,6,30,2,600000,5555555.56,Venta,650000000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-norte/bogota/10046080,mas de 30 años,Apartamento
202,3,2,1,87,87,4,30,3,170000,4827586.21,Venta,420000000,nicolas de federman,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/7533548,mas de 30 años,Apartamento
203,3,2,1,90,90,4,1630,4,420000,4333333.33,Venta,390000000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10075398,16 a 30 años,Apartamento
204,3,4,3,270,0,6,1630,10,1350000,7333333.33,Venta,1980000000,molinos norte,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/molinos-norte/bogota/8085413,16 a 30 años,Apartamento
205,3,5,2,124,124,4,915,8,629000,5120887.1,Venta,634990000,cedro golf,Bogota,Duplex,Bueno,/inmueble/apartamento-en-venta/cedro-golf/bogota/7975779,9 a 15 años,Apartamento
206,2,3,2,176,176,6,1630,12,1023000,10511363.64,Venta,1850000000,los rosales,Bogota,Duplex,Excelente,/inmueble/apartamento-en-venta/los-rosales/bogota/7754629,16 a 30 años,Apartamento
207,9,5,1,300,290,2,915,3,No definida,1066333.33,Venta,319900000,villa maria,Bogota,No definida,Excelente,/inmueble/casa-en-venta/villa-maria/bogota/7807962,9 a 15 años,Casa
208,3,4,2,135,126,6,1,1,734000,10000000,Venta,1350000000,santa paula,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/santa-paula/bogota/10085118,menos de 1 año,Apartamento
209,2,1,1,48,47,2,915,No definida,No definida,4375000,Venta,210000000,el carmen,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/el-carmen/bogota/4248419,9 a 15 años,Apartamento
210,4,5,3,178,178,3,18,3,No definida,3707865.17,Venta,660000000,villa luz,Bogota,No definida,No definida,/inmueble/casa-en-venta/villa-luz/bogota/10010735,1 a 8 años,Casa
211,4,4,2,160,160,4,30,2,No definida,4499937.5,Venta,719990000,julio florez,Bogota,No definida,Remodelado,/inmueble/casa-en-venta/julio-florez/bogota/7737894,mas de 30 años,Casa
212,3,3,2,218,218,6,30,3,1150000,6422018.35,Venta,1400000000,los rosales,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/los-rosales/bogota/8086480,mas de 30 años,Apartamento
213,3,2,1,58,58,3,915,4,No definida,4137931.03,Venta,240000000,favidi,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/favidi/bogota/7803581,9 a 15 años,Apartamento
214,2,2,1,60,56,4,18,7,395000,6450000,Venta,387000000,galerias,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/galerias/bogota/10128473,1 a 8 años,Apartamento
215,4,3,2,200,200,5,1630,2,No definida,3900000,Venta,780000000,las villas,Bogota,No definida,Bueno,/inmueble/casa-en-venta/las-villas/bogota/7863111,16 a 30 años,Casa
216,1,1,1,47,42,4,18,8,205000,6893617.02,Venta,324000000,los cedros,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/los-cedros/bogota/10115332,1 a 8 años,Apartamento
217,2,1,No definida,49,49,3,30,5,138000,2959183.67,Venta,145000000,san pablo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/san-pablo/bogota/10143294,mas de 30 años,Apartamento
218,4,4,2,192,175,5,915,3,713000,7812500,Venta,1500000000,ciudad salitre,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/10105863,9 a 15 años,Apartamento
219,3,3,2,98,0,5,1630,5,487000,5306122.45,Venta,520000000,puente largo,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/puente-largo/bogota/6788622,16 a 30 años,Apartamento
220,4,2,No definida,120,0,2,30,2,No definida,1833333.33,Venta,220000000,walessa,Bogota,No definida,No definida,/inmueble/casa-en-venta/walessa/bogota/10076136,mas de 30 años,Casa
221,3,2,1,83,79,3,18,2,219000,4337228.92,Venta,359990000,plaza imperial centro comercial,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/plaza-imperial-centro-comercial/bogota/7973982,1 a 8 años,Apartamento
222,4,1,No definida,140,120,2,1630,4,No definida,1514285.71,Venta,212000000,ub atlanta,Bogota,No definida,No definida,/inmueble/casa-en-venta/ub-atlanta/bogota/10116381,16 a 30 años,Casa
223,3,2,1,60,60,3,No definida,5,145000,4166666.67,Venta,250000000,nuevo techo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nuevo-techo/bogota/10126370,No definida,Apartamento
224,3,2,1,87,89,4,915,11,No definida,4597701.15,Venta,400000000,el dorado,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/el-dorado/bogota/7960820,9 a 15 años,Apartamento
225,4,6,4,253,242,6,30,3,1200000,5928853.75,Venta,1500000000,la carolina,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/la-carolina/bogota/7590898,mas de 30 años,Apartamento
226,2,1,No definida,48,48,3,1630,3,117900,3104166.67,Venta,149000000,belen fontibon,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/belen-fontibon/bogota/7478256,16 a 30 años,Apartamento
227,1,1,No definida,51,0,6,30,6,200000,5686274.51,Venta,290000000,chico,Bogota,No definida,No definida,/inmueble/apartaestudio-en-venta/chico/bogota/10051223,mas de 30 años,Apartaestudio
228,3,4,2,129,0,5,1630,5,698000,5271317.83,Venta,680000000,cedritos,Bogota,PentHouse,Excelente,/inmueble/apartamento-en-venta/cedritos/bogota/7972175,16 a 30 años,Apartamento
229,3,2,1,75,72,3,18,5,80000,3733200,Venta,279990000,los cerezos,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/los-cerezos/bogota/7932944,1 a 8 años,Apartamento
230,4,2,2,73.2,0,3,1630,2,No definida,7923497.27,Venta,580000000,alamos,Bogota,No definida,Excelente,/inmueble/casa-en-venta/alamos/bogota/7934434,16 a 30 años,Casa
231,4,2,No definida,60,60,1,915,3,62000,3040000,Venta,182400000,tintala,Bogota,No definida,No definida,/inmueble/casa-en-venta/tintala/bogota/10143029,9 a 15 años,Casa
232,4,2,1,75,58,3,18,2,200000,4666666.67,Venta,350000000,nuevo techo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nuevo-techo/bogota/10052031,1 a 8 años,Apartamento
233,3,2,1,104,104,6,30,No definida,721300,6250000,Venta,650000000,chico reservado,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/chico-reservado/bogota/6616650,mas de 30 años,Apartamento
234,2,1,No definida,47,47,3,18,4,90000,3936170.21,Venta,185000000,castilla,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/castilla/bogota/10133781,1 a 8 años,Apartamento
235,3,5,3,257,0,6,1630,4,1549900,6809338.52,Venta,1750000000,santa paula,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/santa-paula/bogota/8086978,16 a 30 años,Apartamento
236,3,3,2,161,151,6,1630,4,850000,6832298.14,Venta,1100000000,los rosales,Bogota,No definida,Excelente,/inmueble/apartamento-en-venta/los-rosales/bogota/6590908,16 a 30 años,Apartamento
237,4,4,3,180,120,3,30,2,No definida,2944444.44,Venta,530000000,puente aranda,Bogota,No definida,No definida,/inmueble/casa-en-venta/puente-aranda/bogota/6081636,mas de 30 años,Casa
238,3,2,No definida,60,0,2,18,3,97300,3666666.67,Venta,220000000,tintala,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/tintala/bogota/10090969,1 a 8 años,Apartamento
239,3,3,3,250,240,6,30,1,1700000,6600000,Venta,1650000000,los rosales,Bogota,No definida,Remodelado,/inmueble/apartamento-en-venta/los-rosales/bogota/7857992,mas de 30 años,Apartamento
240,No definida,3,No definida,200,0,3,18,2,No definida,3700000,Venta,740000000,santa helena,Bogota,No definida,No definida,/inmueble/bodega-en-venta/santa-helena/bogota/10118721,1 a 8 años,Bodega
241,3,2,1,77,77,4,18,10,250000,4285714.29,Venta,330000000,engativa,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/engativa/bogota/10087032,1 a 8 años,Apartamento
