,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
42,2.0,1.0,No definida,46.0,40.0,3.0,30.0,No definida,No definida,3913043.48,Venta,180000000.0,veraguas,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/veraguas/bogota/7532014
43,5.0,6.0,4.0,355.0,355.0,6.0,915.0,4.0,1800000.0,5915492.96,Venta,2100000000.0,santa bibiana,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/santa-bibiana/bogota/7910458
44,3.0,3.0,1.0,127.0,127.0,5.0,1630.0,2.0,522000.0,5433070.87,Venta,690000000.0,nicolas de federman,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/6841908
45,3.0,3.0,No definida,67.0,42.0,2.0,915.0,No definida,No definida,3432835.82,Venta,230000000.0,tibabuyes,Bogotá,No definida,No definida,/inmueble/casa-en-venta/tibabuyes/bogota/7469324
46,3.0,3.0,2.0,215.0,215.0,6.0,1630.0,2.0,885000.0,3953488.37,Venta,850000000.0,chico,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/chico/bogota/6725943
47,3.0,3.0,2.0,197.0,197.0,6.0,1630.0,5.0,700000.0,3959390.86,Venta,780000000.0,rincon del chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/rincon-del-chico/bogota/7909674
48,2.0,3.0,2.0,87.0,87.0,6.0,18.0,4.0,425000.0,8160919.54,Venta,710000000.0,santa paula,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/santa-paula/bogota/8052152
49,2.0,2.0,1.0,58.0,58.0,6.0,18.0,9.0,500000.0,11206896.55,Venta,650000000.0,chico norte,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/7646371
50,3.0,4.0,3.0,313.0,313.0,6.0,30.0,13.0,1750000.0,7348242.81,Venta,2300000000.0,el refugio,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/el-refugio/bogota/7003569
51,3.0,5.0,4.0,420.0,420.0,6.0,1630.0,1.0,1050000.0,3690476.19,Venta,1550000000.0,la carolina,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/la-carolina/bogota/7608477
52,4.0,4.0,3.0,175.0,175.0,6.0,30.0,3.0,1000000.0,5600000.0,Venta,980000000.0,la carolina,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/la-carolina/bogota/7906362
53,No definida,2.0,1.0,54.0,0.0,4.0,18.0,5.0,No definida,9000000.0,Venta,486000000.0,navarra,Bogotá,No definida,Excelente,/inmueble/consultorio-en-venta/navarra/bogota/7004523
54,3.0,2.0,1.0,139.0,0.0,6.0,915.0,4.0,627000.0,4892086.33,Venta,Precio total (COP),fontibon,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/fontibon/bogota/7822671
55,2.0,3.0,2.0,68.0,68.0,5.0,18.0,4.0,546000.0,6691176.47,Venta,455000000.0,pasadena,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/pasadena/bogota/8048428
56,2.0,3.0,2.0,105.0,105.0,6.0,18.0,4.0,1089000.0,8190476.19,Venta,860000000.0,santa barbara,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/santa-barbara/bogota/8057858
57,3.0,5.0,2.0,232.0,232.0,6.0,1630.0,4.0,2000000.0,8620689.66,Venta,2000000000.0,montearroyo,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/montearroyo/bogota/8047989
58,3.0,4.0,3.0,318.0,318.0,6.0,18.0,12.0,1200000.0,5345911.95,Venta,1700000000.0,bella suiza,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/bella-suiza/bogota/8045854
59,3.0,3.0,2.0,107.0,107.0,4.0,915.0,2.0,335000.0,4439252.34,Venta,475000000.0,colina campestre,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/colina-campestre/bogota/7698905
60,3.0,2.0,2.0,89.13,83.34,4.0,1630.0,1.0,350000.0,9536631.89,Venta,850000000.0,ciudad salitre,Bogotá,Loft,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/10115656
61,1.0,2.0,1.0,50.0,50.0,3.0,18.0,2.0,133000.0,5200000.0,Venta,260000000.0,prado pinzon,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-venta/prado-pinzon/bogota/7851454
62,1.0,1.0,1.0,33.0,33.0,3.0,18.0,3.0,220000.0,6969696.97,Venta,230000000.0,chapinero,Bogotá,Loft,No definida,/inmueble/apartamento-en-venta/chapinero/bogota/10037921
63,3.0,4.0,2.0,250.0,250.0,6.0,1630.0,5.0,500000.0,4980000.0,Venta,1245000000.0,san patricio,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/san-patricio/bogota/7927665
64,2.0,2.0,2.0,95.0,95.0,6.0,915.0,2.0,800000.0,5947368.42,Venta,565000000.0,chico,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7706059
65,2.0,2.0,2.0,72.0,72.0,6.0,1630.0,7.0,850000.0,6666666.67,Venta,480000000.0,el virrey,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/el-virrey/bogota/7903416
66,4.0,3.0,2.0,148.0,148.0,5.0,No definida,No definida,700000.0,6081081.08,Venta,900000000.0,gratamira,Bogotá,No definida,No definida,/inmueble/casa-en-venta/gratamira/bogota/7831421
67,3.0,2.0,2.0,89.0,89.0,4.0,No definida,1.0,450000.0,4101123.6,Venta,365000000.0,usaquen,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/usaquen/bogota/8004294
68,3.0,1.0,No definida,47.0,47.0,2.0,18.0,14.0,118750.0,2808510.64,Venta,132000000.0,tintalito,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/tintalito/bogota/7330788
69,3.0,4.0,2.0,171.0,171.0,6.0,915.0,6.0,1550000.0,8128654.97,Venta,1390000000.0,el virrey,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/el-virrey/bogota/7762636
70,2.0,3.0,2.0,90.0,90.0,6.0,915.0,5.0,570000.0,7222222.22,Venta,650000000.0,la calleja,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/la-calleja/bogota/7997141
71,1.0,2.0,1.0,63.0,63.0,6.0,1630.0,3.0,530000.0,6269841.27,Venta,395000000.0,san patricio,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/san-patricio/bogota/7962987
72,3.0,2.0,3.0,210.0,210.0,6.0,1630.0,1.0,1264000.0,3714285.71,Venta,780000000.0,chico navarra,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico-navarra/bogota/7705897
73,2.0,1.0,1.0,44.0,44.0,6.0,18.0,3.0,400000.0,9772727.27,Venta,430000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7974964
74,2.0,2.0,2.0,110.0,110.0,6.0,915.0,3.0,674000.0,9045454.55,Venta,995000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7963604
75,5.0,6.0,3.0,575.0,575.0,6.0,30.0,5.0,3100000.0,4956521.74,Venta,2850000000.0,los rosales,Bogotá,Duplex,Remodelado,/inmueble/apartamento-en-venta/los-rosales/bogota/7566353
76,3.0,3.0,2.0,157.0,157.0,6.0,915.0,3.0,1480000.0,7515923.57,Venta,1180000000.0,santa bibiana,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/santa-bibiana/bogota/7959032
77,2.0,2.0,1.0,82.0,82.0,6.0,915.0,3.0,790000.0,5853658.54,Venta,480000000.0,bosque calderon,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/bosque-calderon/bogota/7706191
78,2.0,2.0,2.0,133.0,133.0,6.0,915.0,5.0,1100000.0,8646616.54,Venta,1150000000.0,chapinero alto,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-alto/bogota/7775962
79,1.0,2.0,2.0,156.0,156.0,5.0,1630.0,1.0,850000.0,4743589.74,Venta,740000000.0,bella suiza,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/bella-suiza/bogota/7977543
80,3.0,3.0,3.0,199.0,199.0,6.0,1630.0,3.0,1173000.0,5527638.19,Venta,1100000000.0,bosque medina,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/bosque-medina/bogota/7965041
81,3.0,4.0,2.0,195.0,195.0,6.0,30.0,5.0,1000000.0,5051282.05,Venta,985000000.0,el retiro,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-venta/el-retiro/bogota/7994667
82,4.0,5.0,4.0,520.0,520.0,6.0,1630.0,2.0,No definida,8884615.38,Venta,4620000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7745192
83,2.0,4.0,2.0,138.0,138.0,6.0,30.0,1.0,1075000.0,3985507.25,Venta,550000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7980585
84,2.0,4.0,2.0,144.0,144.0,6.0,1630.0,4.0,1000000.0,5416666.67,Venta,780000000.0,chico norte,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/7706148
85,3.0,3.0,2.0,130.0,130.0,5.0,18.0,3.0,564000.0,8923076.92,Venta,1160000000.0,la calleja,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/la-calleja/bogota/7616120
86,3.0,4.0,3.0,163.0,163.0,6.0,915.0,6.0,1500000.0,9631901.84,Venta,1570000000.0,chico norte,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/7900055
87,2.0,2.0,1.0,58.0,58.0,6.0,18.0,5.0,500000.0,11724137.93,Venta,680000000.0,chico norte,Bogotá,Loft,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/7706125
88,2.0,3.0,2.0,91.0,91.0,6.0,1630.0,3.0,820000.0,7472527.47,Venta,680000000.0,san patricio,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/san-patricio/bogota/7972211
89,4.0,3.0,1.0,93.0,0.0,4.0,1630.0,2.0,520000.0,4462365.59,Venta,415000000.0,el campin,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/el-campin/bogota/10132194
90,3.0,1.0,No definida,45.0,42.0,2.0,915.0,3.0,58500.0,2666666.67,Venta,120000000.0,la cabana,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/la-cabana/bogota/10122032
91,3.0,3.0,2.0,100.0,91.0,5.0,915.0,No definida,702000.0,5700000.0,Venta,570000000.0,nueva autopista,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/nueva-autopista/bogota/7896792
92,2.0,2.0,1.0,60.572,0.0,4.0,915.0,2.0,No definida,5943340.16,Venta,360000000.0,bogota,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/bogota/bogota-dc/10138111
93,3.0,4.0,2.0,170.0,170.0,6.0,915.0,3.0,1000000.0,7058823.53,Venta,1200000000.0,altos de bella suiza,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/altos-de-bella-suiza/bogota/7841788
94,3.0,3.0,1.0,90.0,90.0,4.0,915.0,9.0,450000.0,7222222.22,Venta,650000000.0,fontibon,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/fontibon/bogota/7921759
95,4.0,3.0,2.0,213.0,213.0,6.0,30.0,3.0,1640000.0,4507042.25,Venta,960000000.0,chico reservado,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico-reservado/bogota/7630880
96,2.0,2.0,2.0,80.0,80.0,6.0,18.0,8.0,850000.0,11000000.0,Venta,880000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7907609
97,1.0,1.0,1.0,75.0,75.0,6.0,18.0,2.0,490000.0,7333333.33,Venta,550000000.0,santa bibiana,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/santa-bibiana/bogota/7903408
98,No definida,1.0,2.0,70.0,64.0,5.0,18.0,2.0,1096000.0,7714285.71,Venta,Precio total (COP),la castellana,Bogotá,No definida,No definida,/inmueble/oficina-en-venta/la-castellana/bogota/7720609
99,2.0,3.0,2.0,210.0,210.0,6.0,30.0,2.0,890000.0,7380952.38,Venta,1550000000.0,chico,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/chico/bogota/7420030
100,3.0,4.0,2.0,176.0,176.0,5.0,915.0,10.0,970000.0,7102272.73,Venta,1250000000.0,chapinero alto,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-alto/bogota/7908671
101,2.0,2.0,1.0,70.0,70.0,6.0,1630.0,3.0,420000.0,7285714.29,Venta,510000000.0,chico norte,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico-norte/bogota/7795487
102,11.0,10.0,3.0,572.0,192.0,6.0,30.0,No definida,No definida,5419580.42,Venta,3100000000.0,quinta camacho,Bogotá,No definida,No definida,/inmueble/casa-en-venta/quinta-camacho/bogota/7172601
103,6.0,5.0,4.0,288.0,288.0,6.0,1630.0,5.0,1400000.0,10069444.44,Venta,2900000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7606457
104,2.0,2.0,1.0,85.0,85.0,6.0,1630.0,5.0,890000.0,7000000.0,Venta,595000000.0,el virrey,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/el-virrey/bogota/7909633
105,3.0,2.0,1.0,83.0,77.0,5.0,1630.0,No definida,379000.0,5542168.67,Venta,460000000.0,ciudad salitre,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/7814130
106,3.0,2.0,No definida,48.0,44.0,3.0,915.0,6.0,75000.0,3541666.67,Venta,170000000.0,zona franca,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/zona-franca/bogota/7749253
107,6.0,2.0,No definida,350.0,256.0,5.0,1630.0,No definida,No definida,3857142.86,Venta,1350000000.0,centro,Bogotá,No definida,No definida,/inmueble/casa-en-venta/centro/pereira/5649415
108,3.0,3.0,2.0,120.0,120.0,6.0,1630.0,3.0,900000.0,5916666.67,Venta,710000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7750724
109,No definida,No definida,3.0,142.0,142.0,6.0,915.0,8.0,1500000.0,14647887.32,Venta,2080000000.0,santa barbara,Bogotá,No definida,Bueno,/inmueble/oficina-en-venta/santa-barbara/bogota/7646911
110,3.0,2.0,No definida,67.0,67.0,6.0,1630.0,No definida,310000.0,4776119.4,Venta,320000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/7100676
111,3.0,2.0,2.0,199.0,199.0,6.0,30.0,1.0,760000.0,4773869.35,Venta,950000000.0,los rosales,Bogotá,Loft,Bueno,/inmueble/apartamento-en-venta/los-rosales/bogota/7653284
112,4.0,5.0,6.0,716.0,716.0,6.0,30.0,7.0,2300000.0,3212290.5,Venta,2300000000.0,la carolina,Bogotá,Duplex,Remodelado,/inmueble/apartamento-en-venta/la-carolina/bogota/7070241
113,3.0,3.0,3.0,170.0,220.0,4.0,1630.0,1.0,No definida,5000000.0,Venta,850000000.0,modelia,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/modelia/bogota/6841828
114,2.0,2.0,1.0,125.0,125.0,4.0,1630.0,2.0,560000.0,5008000.0,Venta,626000000.0,chapinero alto,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/chapinero-alto/bogota/7608872
115,3.0,3.0,1.0,93.0,93.0,6.0,30.0,2.0,455000.0,4731182.8,Venta,440000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7901072
116,3.0,4.0,2.0,157.0,157.0,6.0,1630.0,3.0,1700000.0,6050955.41,Venta,950000000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/chico/bogota/7903221
117,4.0,5.0,4.0,363.0,453.0,6.0,915.0,7.0,3900000.0,11707988.98,Venta,4250000000.0,los rosales,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/los-rosales/bogota/7040149
118,1.0,2.0,2.0,60.0,60.0,6.0,30.0,5.0,350000.0,6500000.0,Venta,390000000.0,san patricio,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/san-patricio/bogota/7903341
119,3.0,5.0,2.0,177.0,177.0,5.0,915.0,8.0,860000.0,9887005.65,Venta,1750000000.0,el virrey,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/el-virrey/bogota/7584613
120,3.0,2.0,No definida,55.9,50.8,2.0,18.0,8.0,145000.0,3220035.78,Venta,180000000.0,parque empresarial la estancia,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/parque-empresarial-la-estancia/bogota/10096092
121,1.0,2.0,2.0,72.0,69.0,6.0,915.0,4.0,300000.0,6666666.67,Venta,480000000.0,chico reservado,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-venta/chico-reservado/bogota/6959589
122,2.0,2.0,1.0,60.572,0.0,4.0,915.0,2.0,No definida,5943340.16,Venta,360000000.0,bogota,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/bogota/bogota-dc/10138111
123,3.0,3.0,3.0,305.0,305.0,6.0,30.0,5.0,1375400.0,8196721.31,Venta,2500000000.0,el nogal,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/el-nogal/bogota/7705914
124,No definida,No definida,No definida,20.0,0.0,4.0,915.0,No definida,560000.0,6499500.0,Venta,129990000.0,chapinero,Bogotá,No definida,Bueno,/inmueble/local-en-venta/chapinero/bogota/7735158
125,No definida,No definida,No definida,4496.0,0.0,1.0,1.0,No definida,7000000.0,2602313.17,Venta,11700000000.0,siberia,Bogotá,No definida,Excelente,/inmueble/bodega-en-venta/siberia/bogota/6572474
126,3.0,2.0,1.0,69.0,0.0,3.0,18.0,5.0,210000.0,3768115.94,Venta,260000000.0,suba,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/suba/bogota/7915537
127,3.0,2.0,2.0,96.0,0.0,3.0,1630.0,2.0,No definida,2760416.67,Venta,265000000.0,san andres,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/san-andres/bogota/7795761
128,3.0,2.0,1.0,60.0,59.7,3.0,915.0,10.0,165000.0,3833333.33,Venta,230000000.0,nuevo techo,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/nuevo-techo/bogota/7651540
129,3.0,2.0,1.0,85.0,80.0,4.0,915.0,6.0,295000.0,5411764.71,Venta,460000000.0,hayuelos,Bogotá,Loft,Excelente,/inmueble/apartamento-en-venta/hayuelos/bogota/7935549
130,3.0,2.0,1.0,110.0,110.0,4.0,18.0,5.0,700000.0,6454545.45,Venta,710000000.0,san fernando occidental,Bogotá,No definida,Excelente,/inmueble/apartamento-en-venta/san-fernando-occidental/bogota/7229847
131,3.0,2.0,1.0,69.0,0.0,4.0,1630.0,No definida,315000.0,6202898.55,Venta,428000000.0,ciudad salitre,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/ciudad-salitre/bogota/10083903
132,3.0,3.0,2.0,177.0,177.0,6.0,1630.0,No definida,680000.0,5536723.16,Venta,980000000.0,rincon del chico,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/rincon-del-chico/bogota/7486141
133,9.0,5.0,No definida,530.0,530.0,4.0,30.0,2.0,No definida,3773584.91,Venta,2000000000.0,marly,Bogotá,No definida,No definida,/inmueble/casa-en-venta/marly/bogota/10118513
134,No definida,No definida,No definida,17.45,0.0,2.0,30.0,2.0,145000.0,3438395.42,Venta,60000000.0,la candelaria,Bogotá,No definida,No definida,/inmueble/oficina-en-venta/la-candelaria/bogota/10117798
135,4.0,4.0,2.0,267.0,267.0,4.0,30.0,2.0,215000.0,3707865.17,Venta,990000000.0,cedro golf,Bogotá,No definida,No definida,/inmueble/casa-en-venta/cedro-golf/bogota/10072688
136,2.0,2.0,1.0,132.0,132.0,4.0,30.0,4.0,250000.0,4393939.39,Venta,580000000.0,porciuncula,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/porciuncula/bogota/7537499
137,3.0,3.0,1.0,177.0,177.0,6.0,30.0,No definida,670000.0,4802259.89,Venta,850000000.0,chico alto,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/chico-alto/bogota/7171756
138,4.0,4.0,2.0,215.0,215.0,6.0,30.0,No definida,650000.0,4418604.65,Venta,950000000.0,gratamira,Bogotá,No definida,No definida,/inmueble/casa-en-venta/gratamira/bogota/6709503
139,4.0,5.0,2.0,350.0,3498.0,6.0,30.0,No definida,700000.0,5142857.14,Venta,1800000000.0,san jose de bavaria,Bogotá,No definida,No definida,/inmueble/casa-en-venta/san-jose-de-bavaria/bogota/6709451
140,2.0,3.0,2.0,66.0,0.0,4.0,915.0,2.0,396000.0,5303030.3,Venta,350000000.0,cedritos,Bogotá,Loft,Excelente,/inmueble/apartamento-en-venta/cedritos/bogota/4277389
141,No definida,No definida,No definida,623.0,32000.0,5.0,1630.0,No definida,No definida,3370786.52,Venta,2100000000.0,via armenia,Bogotá,No definida,No definida,/inmueble/finca-en-venta/via-armenia/pereira/5646913
142,3.0,4.0,9.0,300.0,300.0,6.0,1630.0,No definida,340000.0,8396666.67,Venta,2519000000.0,guaymaral,Bogotá,No definida,No definida,/inmueble/casa-en-venta/guaymaral/bogota/6931242
143,5.0,5.0,1.0,220.0,220.0,4.0,30.0,2.0,No definida,4090863.64,Venta,899990000.0,la floresta,Bogotá,No definida,No definida,/inmueble/casa-en-venta/la-floresta/bogota/10066447
144,12.0,10.0,7.0,2400.0,0.0,5.0,30.0,1.0,No definida,1958333.33,Venta,4700000000.0,tuna alta,Bogotá,No definida,Excelente,/inmueble/casa-campestre-en-venta/tuna-alta/bogota/7451477
145,3.0,2.0,2.0,199.0,199.0,6.0,30.0,1.0,760000.0,4773869.35,Venta,950000000.0,los rosales,Bogotá,Loft,Bueno,/inmueble/apartamento-en-venta/los-rosales/bogota/7653284
146,No definida,8.0,No definida,7194.0,7194.0,3.0,1630.0,No definida,No definida,2529886.02,Venta,18200000000.0,puente aranda,Bogotá,No definida,No definida,/inmueble/bodega-en-venta/puente-aranda/bogota/8081031
147,3.0,3.0,3.0,100.2,0.0,5.0,1630.0,4.0,550000.0,5688622.75,Venta,570000000.0,calleja baja,Bogotá,PentHouse,No definida,/inmueble/apartamento-en-venta/calleja-baja/bogota/10078389
148,5.0,4.0,2.0,174.0,175.0,4.0,30.0,No definida,No definida,3735632.18,Venta,650000000.0,normandia,Bogotá,No definida,Bueno,/inmueble/casa-en-venta/normandia/bogota/6340367
149,No definida,2.0,5.0,800.0,0.0,3.0,18.0,No definida,No definida,7000000.0,Venta,5600000000.0,carmen norte,Bogotá,No definida,No definida,/inmueble/local-en-venta/carmen-norte/bogota/10111177
150,3.0,2.0,1.0,72.0,0.0,3.0,No definida,No definida,No definida,4166666.67,Venta,300000000.0,britalia norte,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/britalia-norte/bogota/6324000
151,5.0,4.0,3.0,232.0,0.0,5.0,30.0,No definida,420000.0,3405172.41,Venta,790000000.0,niza cordoba,Bogotá,No definida,Excelente,/inmueble/casa-en-venta/niza-cordoba/bogota/6431420
152,3.0,2.0,1.0,74.0,74.0,4.0,18.0,4.0,100000.0,5270270.27,Venta,390000000.0,jose joaquin vargas,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/jose-joaquin-vargas/bogota/7895444
153,3.0,3.0,2.0,107.0,90.0,4.0,1630.0,7.0,590000.0,8598130.84,Venta,920000000.0,salitre oriental,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/salitre-oriental/bogota/10123129
154,3.0,3.0,3.0,234.9,211.0,5.0,915.0,1.0,1120000.0,9152830991.91,Venta,2150000000000.0,ciudad salitre,Bogotá,No definida,No definida,/inmueble/casa-en-venta/ciudad-salitre/bogota/10115850
155,2.0,1.0,No definida,42.0,0.0,3.0,No definida,5.0,65000.0,3214285.71,Venta,135000000.0,bochica,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/bochica/bogota/7860916
156,2.0,1.0,No definida,42.0,42.0,2.0,915.0,4.0,58000.0,2785714.29,Venta,117000000.0,tierra buena,Bogotá,No definida,Bueno,/inmueble/apartamento-en-venta/tierra-buena/bogota/8048337
157,2.0,1.0,No definida,38.0,0.0,4.0,1.0,15.0,133000.0,6052631.58,Venta,230000000.0,veraguas,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/veraguas/bogota/10057981
158,3.0,2.0,1.0,90.0,90.0,4.0,1630.0,4.0,420000.0,4333333.33,Venta,390000000.0,cedritos,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/cedritos/bogota/10075398
159,No definida,2.0,1.0,68.0,0.0,4.0,30.0,2.0,284592.0,4338235.29,Venta,295000000.0,marly,Bogotá,No definida,Bueno,/inmueble/consultorio-en-venta/marly/bogota/7977617
160,3.0,2.0,1.0,87.0,87.0,4.0,30.0,3.0,170000.0,4827586.21,Venta,420000000.0,nicolas de federman,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/nicolas-de-federman/bogota/7533548
161,3.0,2.0,2.0,80.0,0.0,3.0,18.0,9.0,425000.0,5250000.0,Venta,420000000.0,villa del prado,Bogotá,No definida,No definida,/inmueble/apartamento-en-venta/villa-del-prado/bogota/10127018
162,3.0,2.0,1.0,62.0,0.0,2.0,18.0,14.0,150000.0,3467741.94,Venta,215000000.0,ismael perdomo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-venta/ismael-perdomo/bogota/7323724
