,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
1965,No definida,8.0,No definida,1100.0,1100.0,2.0,1630.0,No definida,No definida,No definida,Arriendo,20000000.0,la estancia,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/la-estancia/bogota/8023290
1966,4.0,2.0,1.0,75.0,75.0,3.0,1630.0,3.0,No definida,No definida,Arriendo,1650000.0,nueva zelandia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/10115889
1967,No definida,7.0,No definida,11044.0,11044.0,3.0,1.0,No definida,No definida,No definida,Arriendo,210000000.0,montevideo,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/montevideo/bogota/8048569
1968,No definida,5.0,No definida,1100.0,0.0,3.0,915.0,2.0,No definida,No definida,Arriendo,19000000.0,engativa,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/engativa/bogota/10117737
1969,1.0,1.0,1.0,40.0,0.0,4.0,18.0,Otro,No definida,No definida,Arriendo,1720000.0,las nieves,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/las-nieves/bogota/10087524
1970,No definida,No definida,No definida,2034.0,2034.0,3.0,915.0,No definida,No definida,No definida,Arriendo,48000000.0,toberin,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/toberin/bogota/8081264
1971,No definida,6.0,No definida,1348.0,1348.0,3.0,915.0,No definida,No definida,No definida,Arriendo,25000000.0,puente aranda,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/puente-aranda/bogota/8081099
1972,No definida,6.0,No definida,861.0,861.0,3.0,915.0,No definida,No definida,No definida,Arriendo,22000000.0,toberin,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/toberin/bogota/8081338
1973,3.0,3.0,2.0,132.0,123.0,4.0,18.0,3.0,No definida,No definida,Arriendo,2800000.0,sotavento,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/sotavento/bogota/10105576
1974,1.0,1.0,1.0,50.0,50.0,5.0,1630.0,1.0,No definida,No definida,Arriendo,2000000.0,santa barbara occidental,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-barbara-occidental/bogota/10099832
1975,3.0,2.0,2.0,94.0,94.0,5.0,18.0,12.0,No definida,No definida,Arriendo,3550000.0,andes norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/andes-norte/bogota/10118026
1976,5.0,3.0,2.0,200.0,200.0,4.0,30.0,No definida,No definida,No definida,Arriendo,6000000.0,santa ana occidental,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/santa-ana-occidental/bogota/7823970
1977,No definida,1.0,No definida,70.0,0.0,2.0,18.0,No definida,No definida,No definida,Arriendo,2800000.0,centro americas,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/centro-americas/bogota/10133136
1978,No definida,No definida,10.0,1957.0,1952.0,6.0,18.0,2.0,6625540.0,No definida,Arriendo,127249000.0,chapinero,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/chapinero/bogota/8018884
1979,3.0,3.0,1.0,73.7,0.0,4.0,1630.0,4.0,No definida,No definida,Arriendo,2000000.0,nuevo contry,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/nuevo-contry/bogota/10126120
1980,2.0,2.0,No definida,60.0,60.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,800000.0,florida blanca,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/florida-blanca/bogota/7960679
1981,No definida,6.0,No definida,2950.0,2950.0,3.0,915.0,No definida,No definida,No definida,Arriendo,70000000.0,toberin,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/toberin/bogota/8081197
1982,No definida,8.0,No definida,2480.0,2480.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,52000000.0,montevideo,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/montevideo/bogota/8059535
1983,4.0,4.0,3.0,450.0,305.0,6.0,1630.0,No definida,550000.0,No definida,Arriendo,8500000.0,san jose de bavaria,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/san-jose-de-bavaria/bogota/8092703
1984,3.0,5.0,4.0,204.0,0.0,6.0,18.0,4.0,No definida,No definida,Arriendo,14500000.0,el virrey,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-virrey/bogota/10101812
1985,1.0,1.0,No definida,40.0,40.0,3.0,1.0,5.0,No definida,No definida,Arriendo,1200000.0,claret,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/claret/bogota/7287042
1986,4.0,3.0,No definida,155.0,160.0,3.0,30.0,2.0,No definida,No definida,Arriendo,1300000.0,san cristobal norte,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/san-cristobal-norte/bogota/7376457
1987,1.0,1.0,No definida,45.0,45.0,1.0,1.0,1.0,290000.0,No definida,Arriendo,1700000.0,teusaquillo,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7857526
1988,2.0,4.0,2.0,154.0,0.0,6.0,915.0,3.0,2030000.0,No definida,Arriendo,7000000.0,chico reservado,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/chico-reservado/bogota/10118112
1989,1.0,1.0,1.0,63.0,63.0,6.0,1630.0,6.0,No definida,No definida,Arriendo,3200000.0,emaus,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/emaus/bogota/10125181
1990,6.0,5.0,2.0,286.0,0.0,4.0,1630.0,3.0,No definida,No definida,Arriendo,5000000.0,nicolas de federman,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/nicolas-de-federman/bogota/10125369
1991,3.0,3.0,1.0,100.0,100.0,4.0,1630.0,2.0,No definida,No definida,Arriendo,2500000.0,cedro golf,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/cedro-golf/bogota/10113260
1992,No definida,2.0,No definida,600.0,600.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,25000000.0,chico norte iii,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/chico-norte-iii/bogota/8081303
1993,No definida,7.0,No definida,7555.0,7555.0,3.0,30.0,No definida,No definida,No definida,Arriendo,158000000.0,puente aranda,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/puente-aranda/bogota/8048604
1994,1.0,1.0,1.0,45.0,45.0,5.0,1630.0,3.0,No definida,No definida,Arriendo,2200000.0,polo club,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/polo-club/bogota/10124599
1995,4.0,2.0,No definida,60.0,0.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,1500000.0,la giralda,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-giralda/bogota/8056215
1996,No definida,2.0,No definida,160.0,160.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,4000000.0,rionegro,Bogotá,No definida,Bueno,/inmueble/bodega-en-arriendo/rionegro/bogota/7889045
1997,3.0,3.0,No definida,164.0,155.0,2.0,30.0,2.0,No definida,No definida,Arriendo,1600000.0,san cristobal norte,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/san-cristobal-norte/bogota/8089957
1998,4.0,5.0,3.0,200.0,200.0,6.0,915.0,5.0,1200000.0,No definida,Arriendo,5500000.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/8094518
1999,No definida,2.0,No definida,225.0,0.0,4.0,18.0,No definida,No definida,No definida,Arriendo,3500000.0,las nieves,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/las-nieves/bogota/7838206
2000,4.0,3.0,No definida,12.0,0.0,4.0,915.0,5.0,No definida,No definida,Arriendo,950000.0,estrella del norte,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/estrella-del-norte/bogota/10123764
2001,1.0,2.0,1.0,63.0,63.0,5.0,No definida,No definida,400000.0,No definida,Arriendo,2400000.0,antiguo country,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/antiguo-country/bogota/7932278
2002,3.0,3.0,2.0,101.0,101.0,6.0,1630.0,2.0,700000.0,No definida,Arriendo,4500000.0,san patricio,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/san-patricio/bogota/8026754
2003,5.0,3.0,2.0,250.0,250.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,5800000.0,el contador,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/el-contador/bogota/10119615
2004,No definida,No definida,No definida,2693.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,67340750.0,montevideo,Bogotá,No definida,Bueno,/inmueble/edificio-en-arriendo/montevideo/bogota/7829211
2005,1.0,2.0,2.0,60.0,0.0,6.0,915.0,3.0,No definida,No definida,Arriendo,4000000000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10141939
2006,2.0,1.0,No definida,40.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,1200000.0,san jorge central,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/san-jorge-central/bogota/8041693
2007,1.0,1.0,No definida,30.0,30.0,4.0,1630.0,6.0,238300.0,No definida,Arriendo,1151700.0,ciudad universitaria,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/ciudad-universitaria/bogota/10123723
2008,2.0,1.0,No definida,45.0,50.0,3.0,18.0,1.0,No definida,No definida,Arriendo,920000.0,eduardo santos,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/eduardo-santos/bogota/10118754
2009,1.0,1.0,1.0,40.0,40.0,4.0,18.0,6.0,150000.0,No definida,Arriendo,1950000.0,las americas,Bogotá,Loft,No definida,/inmueble/apartaestudio-en-arriendo/las-americas/bogota/10121702
2010,2.0,2.0,1.0,120.0,120.0,5.0,915.0,2.0,No definida,No definida,Arriendo,2600000.0,alameda,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/alameda/bogota/10076531
2011,5.0,4.0,4.0,370.0,800.0,5.0,1630.0,3.0,No definida,No definida,Arriendo,9000000.0,san jose de bavaria,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/san-jose-de-bavaria/bogota/10124024
2012,No definida,2.0,No definida,300.0,300.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,8500000.0,puente aranda,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/puente-aranda/bogota/7991445
2013,No definida,10.0,No definida,1580.0,1580.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,54000000.0,las americas,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/las-americas/bogota/8049422
2014,1.0,2.0,1.0,57.0,0.0,4.0,No definida,No definida,No definida,No definida,Arriendo,1930000.0,maria cristina,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/maria-cristina/bogota/10118755
2015,4.0,2.0,1.0,74.0,71.0,3.0,18.0,3.0,220000.0,No definida,Arriendo,1800000.0,valladolid,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/valladolid/bogota/10124206
2016,3.0,2.0,2.0,117.0,117.0,5.0,No definida,5.0,No definida,No definida,Arriendo,5800000.0,siberia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/siberia/bogota/10121001
2017,3.0,1.0,No definida,80.0,80.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,1200000.0,engativa,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/engativa/bogota/10131026
2018,No definida,1.0,2.0,85.0,0.0,6.0,915.0,5.0,1300000.0,No definida,Arriendo,4500000.0,chico norte,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/chico-norte/bogota/10120071
2019,No definida,4.0,4.0,150.0,0.0,6.0,18.0,9.0,1582200.0,No definida,Arriendo,15000000.0,santa bibiana,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/santa-bibiana/bogota/7370384
2020,No definida,No definida,10.0,1808.0,1808.0,4.0,915.0,9.0,23810808.0,No definida,Arriendo,126613200.0,teusaquillo,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/teusaquillo/bogota/7242320
2021,2.0,3.0,2.0,94.0,0.0,5.0,1630.0,1.0,No definida,No definida,Arriendo,4000000.0,navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/navarra/bogota/10105196
2022,No definida,4.0,4.0,150.0,0.0,6.0,18.0,9.0,1582200.0,No definida,Arriendo,15000000.0,santa bibiana,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/santa-bibiana/bogota/7364558
2023,3.0,2.0,No definida,86.0,76.0,3.0,915.0,4.0,No definida,No definida,Arriendo,1200000.0,villas de granada,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/villas-de-granada/bogota/10117171
2024,1.0,1.0,1.0,70.0,50.0,5.0,1.0,2.0,300000.0,No definida,Arriendo,2500000.0,pasadena,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/pasadena/bogota/10084095
2025,3.0,3.0,2.0,111.0,111.0,5.0,1630.0,1.0,No definida,No definida,Arriendo,3100000.0,chico navarra,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/7694727
2026,4.0,3.0,3.0,230.0,220.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,6800000.0,niza sur,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/niza-sur/bogota/10098478
2027,3.0,3.0,No definida,107.0,107.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,3287000.0,la calleja,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/la-calleja/bogota/7611761
2028,3.0,3.0,6.0,288.0,288.0,6.0,1630.0,No definida,2500000.0,No definida,Arriendo,16000000.0,los rosales,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/10115051
2029,1.0,1.0,No definida,20.0,20.0,3.0,1.0,8.0,No definida,No definida,Arriendo,1300000.0,veracruz,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/veracruz/bogota/10124148
2030,3.0,3.0,3.0,210.0,200.0,6.0,1630.0,5.0,1600000.0,No definida,Arriendo,8400000.0,los rosales,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7745623
2031,No definida,6.0,1.0,430.0,430.0,4.0,30.0,No definida,No definida,No definida,Arriendo,7000000.0,la soledad,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/la-soledad/bogota/7566666
2032,5.0,6.0,4.0,770.0,770.0,6.0,915.0,No definida,1287000.0,No definida,Arriendo,20000000.0,san jose de bavaria,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/san-jose-de-bavaria/bogota/8105262
2033,No definida,3.0,No definida,70.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,2662000.0,galicia,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/galicia/bogota/5734018
2034,3.0,4.0,4.0,277.0,277.0,6.0,18.0,No definida,2017000.0,No definida,Arriendo,18000000.0,chico,Bogotá,PentHouse,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/8125761
2035,3.0,No definida,No definida,20.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,860000.0,pardo rubio,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/pardo-rubio/bogota/10129857
2036,3.0,4.0,2.0,160.0,160.0,6.0,18.0,10.0,No definida,No definida,Arriendo,11500000.0,reserva de la sierra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/reserva-de-la-sierra/bogota/10121516
2037,3.0,3.0,2.0,183.0,0.0,6.0,1630.0,3.0,1500000.0,No definida,Arriendo,4500000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10128538
2038,1.0,1.0,1.0,55.0,55.0,6.0,1630.0,6.0,No definida,No definida,Arriendo,2350000.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/10140737
2039,No definida,3.0,No definida,40.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,1680000.0,chico norte,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/chico-norte/bogota/5736256
2040,No definida,1.0,No definida,123.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,6000000.0,chapinero,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/chapinero/bogota/7432342
2041,No definida,3.0,No definida,40.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,773000.0,fontibon,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/fontibon/bogota/5736304
2042,No definida,3.0,No definida,60.0,0.0,5.0,18.0,No definida,No definida,No definida,Arriendo,2936000.0,el nogal,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/el-nogal/bogota/5736432
2043,1.0,1.0,No definida,30.5,27.4,4.0,18.0,No definida,No definida,No definida,Arriendo,Precio total (COP),chapinero alto,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chapinero-alto/bogota/10105936
2044,No definida,3.0,No definida,527.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,9000000.0,las ferias,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/las-ferias/bogota/10082925
2045,3.0,4.0,2.0,220.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,3500000.0,villa magdala,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/villa-magdala/bogota/10113421
2046,No definida,No definida,No definida,40.0,40.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,2700000.0,antiguo country,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/antiguo-country/bogota/8074040
2047,No definida,No definida,No definida,10.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,900000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/colina-campestre/bogota/10128289
2048,No definida,1.0,No definida,15.0,0.0,1.0,No definida,No definida,No definida,No definida,Arriendo,1992000.0,unicentro bogota,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/unicentro-bogota/bogota/7778693
2049,1.0,1.0,No definida,25.0,25.0,3.0,915.0,2.0,No definida,No definida,Arriendo,500000.0,12 de octubre,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/12-de-octubre/bogota/6458512
2050,No definida,3.0,No definida,70.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,4211000.0,chico norte,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/chico-norte/bogota/5736262
2051,No definida,1.0,1.0,46.0,0.0,6.0,18.0,1.0,No definida,No definida,Arriendo,3500000.0,el virrey,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/el-virrey/bogota/10100480
2052,No definida,2.0,No definida,156.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,10000000.0,chapinero,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/chapinero/bogota/7432308
2053,3.0,3.0,2.0,140.0,140.0,5.0,1630.0,3.0,No definida,No definida,Arriendo,3300000.0,batan,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/batan/bogota/10140811
2054,No definida,1.0,No definida,20.0,0.0,1.0,915.0,No definida,No definida,No definida,Arriendo,1000000.0,teusaquillo,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/teusaquillo/bogota/7534442
2055,3.0,2.0,1.0,81.0,78.0,4.0,915.0,7.0,No definida,No definida,Arriendo,3800000.0,ciudad salitre,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/ciudad-salitre/bogota/8089953
2056,No definida,1.0,1.0,43.0,0.0,5.0,30.0,5.0,No definida,No definida,Arriendo,2800000.0,centro comercial andino,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/centro-comercial-andino/bogota/10070393
2057,No definida,2.0,1.0,174.0,0.0,4.0,No definida,No definida,No definida,No definida,Arriendo,5000000.0,normandia occidental,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/normandia-occidental/bogota/10100488
2058,No definida,3.0,No definida,1000.0,0.0,3.0,30.0,2.0,No definida,No definida,Arriendo,40000000.0,la pradera  puente aranda,Bogotá,No definida,Bueno,/inmueble/bodega-en-arriendo/la-pradera--puente-aranda/bogota/7976033
2059,5.0,2.0,2.0,191.0,0.0,3.0,30.0,No definida,No definida,No definida,Arriendo,5000000.0,teusaquillo,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/teusaquillo/bogota/8089400
2060,3.0,2.0,No definida,70.0,66.0,3.0,18.0,1.0,No definida,No definida,Arriendo,1450000.0,san fernando occidental,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/san-fernando-occidental/bogota/10121337
2061,No definida,3.0,No definida,40.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,1463000.0,usaquen,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/usaquen/bogota/5735891
2062,3.0,1.0,No definida,60.0,60.0,3.0,1630.0,4.0,No definida,No definida,Arriendo,1020000.0,puente aranda,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/puente-aranda/bogota/8080923
2063,2.0,2.0,2.0,87.0,87.0,5.0,1630.0,4.0,No definida,No definida,Arriendo,3550000.0,rincon del chico,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/rincon-del-chico/bogota/10114555
